timestamp,title,sentiment
2024-04-17 10:03:42+00:00,Proximus Revamps Customer Service Operations Platform in Collaboration With Infosys,NEGATIVE
2024-04-19 16:23:41+00:00,"BMO Capital Maintains Market Perform on Infosys, Lowers Price Target to $18",NEGATIVE
2024-04-19 14:00:34+00:00,4 Analysts Have This To Say About Infosys,NEGATIVE
2024-04-19 13:06:43+00:00,"Susquehanna Maintains Negative on Infosys, Lowers Price Target to $14",NEGATIVE
2024-04-19 09:40:35+00:00,"HSBC Downgrades Infosys to Hold, Announces $20.1 Price Target",NEGATIVE
2024-04-18 13:23:16+00:00,Infosys Stock Falls After Q4 Earnings - What's Going On?,NEGATIVE
2024-04-18 12:29:02+00:00,Infosys To Acquire in-tech; Financial Terms Not Disclosed,NEGATIVE
2024-04-18 12:10:05+00:00,"Earnings Scheduled For April 18, 2024",NEGATIVE
2024-04-18 12:09:21+00:00,12 Information Technology Stocks Moving In Thursday's Pre-Market Session,POSITIVE
2024-04-18 11:38:38+00:00,"For FY24, Infosys Board Recommended a Final Dividend of $0.24/ADS and a Special Dividend of $0.10/ADS",NEGATIVE
2024-04-18 11:33:55+00:00,"Infosys Expects FY25 Revenue Growth of 1%-3% in Constant Currency Vs $19.5B Est, Operating Margin of 20%-22%",NEGATIVE
2024-04-19 16:23:41+00:00,"BMO Capital Maintains Market Perform on Infosys, Lowers Price Target to $18",NEGATIVE
2024-04-19 14:00:34+00:00,4 Analysts Have This To Say About Infosys,NEGATIVE
2024-04-19 13:06:43+00:00,"Susquehanna Maintains Negative on Infosys, Lowers Price Target to $14",NEGATIVE
2024-04-19 09:40:35+00:00,"HSBC Downgrades Infosys to Hold, Announces $20.1 Price Target",NEGATIVE
