timestamp,title,sentiment
2022-01-11 20:10:59+00:00,How The SPY Looks As Fed Chair Jerome Powell Testifies Before Senate Committee,POSITIVE
2022-01-11 18:46:14+00:00,Roblox Follows Its Technicals Soaring Higher As The Stock Advances Into The Metaverse,POSITIVE
2022-01-11 17:35:52+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-11 15:54:29+00:00,Advanced Micro Devices Stock Analyst Turns Bullish On Cloud Data Center Potential,NEGATIVE
2022-01-11 15:20:31+00:00,(MSFT) - Analyzing Microsoft Corporation's Short Interest,NEGATIVE
2022-01-10 21:06:18+00:00,F5 Networks Names Microsoft President Of Digital Transformation Platform Group To Co. Board,NEGATIVE
2022-01-10 17:05:44+00:00,"Microsoft Says Uncovered Mac OS Vulnerability 'Powerdir,' Says Apple Released Fix On Dec. 13",NEGATIVE
2022-01-10 16:21:06+00:00,"Top 10 WallStreetBets Mentions for January 10, 2022 Since 9:30 AM Open: GME, TSLA, TLRY, PLTR, AMC, NVDA, LCID, MSFT, AAPL, HOOD",POSITIVE
2022-01-10 14:33:39+00:00,"Benzinga Asks: Which Company Could Join The $1-Trillion Market Cap Club Next? Did NVDA, TSM, BRKA Or TCEHY Win?",POSITIVE
2022-01-12 19:44:07+00:00,Watching Chip Stocks; Traders Circulate Rumors Microsoft Hires Apple Engineer To Design Own Server Chips,NEGATIVE
2022-01-12 18:54:36+00:00,Check Out What Whales Are Doing With MSFT,NEGATIVE
2022-01-12 17:36:38+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-12 16:53:29+00:00,"Top 10 WallStreetBets Mentions for January 12, 2022 Since 9:30 AM Open: TSLA, GME, LCID, BABA, TSM, NVDA, HOOD, MSFT, TELL, AMC",POSITIVE
2022-01-12 15:47:36+00:00,EXCLUSIVE: Unusual Whales Creates 'Nancy Pelosi ETF' So You Can Track Her Trades,NEGATIVE
2022-01-12 14:03:28+00:00,"Acuity Brands Reports Partnership With Microsoft To Enable Sustainable Building Solutions, No Terms Disclosed",POSITIVE
2022-01-12 04:14:59+00:00,"Bill Gates Says Misinformation Related To Fauci, Himself Doesn't 'Make Sense,' Talks COVID-19 After Omicron",NEGATIVE
2022-01-11 21:06:10+00:00,"Microsoft To Report Q2 Earnings Results After The Close Of The Market On Tuesday, Jan. 25, 2022",NEGATIVE
2022-01-11 20:10:59+00:00,How The SPY Looks As Fed Chair Jerome Powell Testifies Before Senate Committee,POSITIVE
2022-01-11 18:46:14+00:00,Roblox Follows Its Technicals Soaring Higher As The Stock Advances Into The Metaverse,POSITIVE
2022-01-13 20:04:54+00:00,"Why Microsoft, Amazon And Palantir Technologies Shares Are Falling Today",NEGATIVE
2022-01-13 17:40:47+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-13 17:16:24+00:00,'Microsoft has discontinued all Xbox One consoles' -Earlier Verge Report,NEGATIVE
2022-01-13 03:50:13+00:00,Apple Continues To Bleed Talent As Microsoft Snags Up Key Chip Architect,NEGATIVE
2022-01-12 19:44:07+00:00,Watching Chip Stocks; Traders Circulate Rumors Microsoft Hires Apple Engineer To Design Own Server Chips,NEGATIVE
2022-01-12 18:54:36+00:00,Check Out What Whales Are Doing With MSFT,NEGATIVE
2022-01-12 17:36:38+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-12 16:53:29+00:00,"Top 10 WallStreetBets Mentions for January 12, 2022 Since 9:30 AM Open: TSLA, GME, LCID, BABA, TSM, NVDA, HOOD, MSFT, TELL, AMC",POSITIVE
2022-01-12 15:47:36+00:00,EXCLUSIVE: Unusual Whales Creates 'Nancy Pelosi ETF' So You Can Track Her Trades,NEGATIVE
2022-01-12 14:03:28+00:00,"Acuity Brands Reports Partnership With Microsoft To Enable Sustainable Building Solutions, No Terms Disclosed",POSITIVE
2022-01-14 20:33:05+00:00,"Microsoft Shares Spike To New Session High On Volume As Price Pushes Over Earlier Near-Term Resistance Level At $309 Level, Shares Up 1.7% For Session",POSITIVE
2022-01-14 19:19:01+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-14 15:34:20+00:00,This Is What Whales Are Betting On Microsoft,NEGATIVE
2022-01-14 14:16:09+00:00,This Day In Market History: Dow Hits Dot-Com Bubble Peak,POSITIVE
2022-01-13 20:04:54+00:00,"Why Microsoft, Amazon And Palantir Technologies Shares Are Falling Today",NEGATIVE
2022-01-13 17:40:47+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-13 17:16:24+00:00,'Microsoft has discontinued all Xbox One consoles' -Earlier Verge Report,NEGATIVE
2022-01-13 03:50:13+00:00,Apple Continues To Bleed Talent As Microsoft Snags Up Key Chip Architect,NEGATIVE
2022-01-14 20:33:05+00:00,"Microsoft Shares Spike To New Session High On Volume As Price Pushes Over Earlier Near-Term Resistance Level At $309 Level, Shares Up 1.7% For Session",POSITIVE
2022-01-14 19:19:01+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-14 15:34:20+00:00,This Is What Whales Are Betting On Microsoft,NEGATIVE
2022-01-14 14:16:09+00:00,This Day In Market History: Dow Hits Dot-Com Bubble Peak,POSITIVE
2022-01-16 20:20:28+00:00,Microsoft Warns Ukrainian Government Computer Systems Infected; Security Official Suspects Russian Intelligence,NEGATIVE
2022-01-17 14:26:30+00:00,Is Microsoft's Stock Overvalued Or Undervalued?,NEGATIVE
2022-01-16 20:20:28+00:00,Microsoft Warns Ukrainian Government Computer Systems Infected; Security Official Suspects Russian Intelligence,NEGATIVE
2022-01-18 22:43:00+00:00,"This Storage Unit Stock Has A Better 1-Year Return Than Microsoft, Apple, Starbucks And Moderna",POSITIVE
2022-01-18 22:19:01+00:00,Why The $70B Activision-Microsoft Deal Could Hurt Sony,NEGATIVE
2022-01-18 20:46:24+00:00,Activision Blizzard Shares Quiet Following Report Co. Deal By Microsoft Likely To Face Close Antitrust Scrutiny,NEGATIVE
2022-01-18 20:23:01+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-18 19:35:32+00:00,Chart Wars: Will Electronic Arts Or Take-Two Reach New All-Time High After Activision Deal?,NEGATIVE
2022-01-18 19:22:24+00:00,Microsoft Analyst Says Acquisition Of Activision Blizzard Is 'A Major Bet On Consumer',NEGATIVE
2022-01-18 18:54:04+00:00,3 Stocks Moving On The Microsoft-Activision Blizzard Deal,POSITIVE
2022-01-18 17:40:51+00:00,UPDATE: Microsoft Approached Activision After Wall Street Journal Article On Activision Blizzard Workplace Misconduct Issue,NEGATIVE
2022-01-18 17:39:59+00:00,Activision Blizzard CEO Bobby Kotick To Leave After Deal With Microsoft Closes In 2023,NEGATIVE
2022-01-18 17:32:56+00:00,Could Microsoft Make 'Call Of Duty' An Xbox Exclusive? 3 Scenarios To Consider,NEGATIVE
2022-01-19 23:21:19+00:00,'Call Of Duty' Players Up In Arms Over Microsoft's Purchase Of Activision Blizzard: 8 Best Memes,POSITIVE
2022-01-19 21:53:24+00:00,"Will Microsoft's Activision Blizzard Acquisition Survive The Wrath Of Khan, As Antitrust Sentiment Becomes Bipartisan?",NEGATIVE
2022-01-19 21:09:27+00:00,What's Next For Microsoft Stock As It Holds Above Key Level?,NEGATIVE
2022-01-19 20:11:51+00:00,2 New Titles For Netflix Games: What Investors Need To Know,POSITIVE
2022-01-19 18:58:13+00:00,6 Analysts Dissect Microsoft's Activision Blizzard Deal: 'A Call Option On Numerous Metaverse Plays',NEGATIVE
2022-01-19 18:00:08+00:00,"Final Trades For CNBC's 'Fast Money: Halftime Report': CrowdStrike, Microsoft",NEGATIVE
2022-01-19 17:38:51+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-19 14:58:15+00:00,Microsoft shares were trading higher amid overall market strength as stocks gain following better-than-expected earnings from major companies. The company also announced yesterday the acquisition of Activision Blizzard.,POSITIVE
2022-01-19 15:14:38+00:00,Why Microsoft Shares Are Rising,POSITIVE
2022-01-19 12:20:05+00:00,"Top 10 WallStreetBets Mentions for January 19, 2022 Premarket: GME, SOFI, MSFT, TSLA, PLTR, ATVI, AMC, WISH, ARKK, LCID",NEGATIVE
2022-01-20 21:20:53+00:00,"'Had good calls this week with leaders at Sony. I confirmed our intent to honor all existing agreements upon acquisition of Activision Blizzard and our desire to keep Call of Duty on PlayStation...' -Tweet From Microsoft's Xbox's Head, Phil Spencer",NEGATIVE
2022-01-20 20:15:46+00:00,"This Oil Stock Has A Better 1-Year Return Than Apple, Microsoft, AMD And Nvidia",POSITIVE
2022-01-20 18:31:20+00:00,Vuzix Smart Glasses Now Supports Microsoft Endpoint Manager To Streamline Device Onboarding And Provisioning For Microsoft Teams,NEGATIVE
2022-01-20 18:19:05+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-20 17:56:33+00:00,Price Over Earnings Overview: Microsoft,NEGATIVE
2022-01-20 17:56:09+00:00,"UPDATE: 'Activision Blizzard CEO addresses employees on layoffs, potential departure in 'fireside chat'' -Washington Post",NEGATIVE
2022-01-20 17:55:00+00:00,Activision CEO Addresses Employees On Layoffs Thursday,NEGATIVE
2022-01-20 16:31:26+00:00,Morgan Stanley Picks Sony As 'Research Tactical Idea',NEGATIVE
2022-01-20 15:34:11+00:00,Citi Cuts Microsoft Price Target By 8%,NEGATIVE
2022-01-20 14:21:43+00:00,"CNBC's Final Trades: Microsoft, US Dollar Index, iShares Healthcare ETF And This Cybersecurity Tech Major",POSITIVE
2022-01-21 21:36:57+00:00,Why This Former Money Manager Thinks Hyper-Growth Stocks Are Positioned To Rally,NEGATIVE
2022-01-21 20:46:31+00:00,Bears Grab Ahold Of Amazon Stock As Market Falls Into Turmoil: What's Next?,NEGATIVE
2022-01-21 17:35:55+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-21 16:04:29+00:00,Microsoft Intends To Keep 'Call Of Duty' On PlayStation Following Activision Blizzard Acquisition,NEGATIVE
2022-01-21 14:07:06+00:00,"Top 10 WallStreetBets Mentions for January 21, 2022 Premarket: GME, NFLX, TSLA, AAPL, AMC, PTON, LCID, MSFT, NVDA, SOFI",NEGATIVE
2022-01-20 21:20:53+00:00,"'Had good calls this week with leaders at Sony. I confirmed our intent to honor all existing agreements upon acquisition of Activision Blizzard and our desire to keep Call of Duty on PlayStation...' -Tweet From Microsoft's Xbox's Head, Phil Spencer",NEGATIVE
2022-01-20 20:15:46+00:00,"This Oil Stock Has A Better 1-Year Return Than Apple, Microsoft, AMD And Nvidia",POSITIVE
2022-01-20 18:31:20+00:00,Vuzix Smart Glasses Now Supports Microsoft Endpoint Manager To Streamline Device Onboarding And Provisioning For Microsoft Teams,NEGATIVE
2022-01-20 18:19:05+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-20 17:56:33+00:00,Price Over Earnings Overview: Microsoft,NEGATIVE
2022-01-17 19:03:00+00:00,"Passwords are increasingly complex, but password creation and management does not have to be",POSITIVE
2022-01-21 21:36:57+00:00,Why This Former Money Manager Thinks Hyper-Growth Stocks Are Positioned To Rally,NEGATIVE
2022-01-21 20:46:31+00:00,Bears Grab Ahold Of Amazon Stock As Market Falls Into Turmoil: What's Next?,NEGATIVE
2022-01-21 17:35:55+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-21 16:04:29+00:00,Microsoft Intends To Keep 'Call Of Duty' On PlayStation Following Activision Blizzard Acquisition,NEGATIVE
2022-01-21 14:07:06+00:00,"Top 10 WallStreetBets Mentions for January 21, 2022 Premarket: GME, NFLX, TSLA, AAPL, AMC, PTON, LCID, MSFT, NVDA, SOFI",NEGATIVE
2022-01-23 17:02:54+00:00,"Top WallStreetBets Mentions for Sunday January 23, 2022: GME, TSLA, AAPL, MSFT, AMC, NFLX, PLTR, HOOD, NVDA, SOFI",NEGATIVE
2022-01-23 16:18:44+00:00,Apple Supplier Foxconn Sees 2022 As 'Challenging' While Bringing 'Opportunities Not Seen In Decades',POSITIVE
2022-01-23 15:50:07+00:00,Here's Why Tony Zhang Thinks Microsoft's Stock Is Primed For A Recovery,NEGATIVE
2022-01-17 19:03:00+00:00,"Passwords are increasingly complex, but password creation and management does not have to be",POSITIVE
2022-01-24 15:11:52+00:00,Shares of several companies in the broader technology sector are trading lower on a continued market sell-off.,NEGATIVE
2022-01-24 18:16:12+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-24 16:44:09+00:00,"Top 10 WallStreetBets Mentions for January 24, 2022 Since 9:30 AM Open: GME, TSLA, AMC, PTON, MSFT, HOOD, ARKK, NVDA, PLTR, AAPL",POSITIVE
2022-01-24 16:36:28+00:00,"Why Apple, Microsoft And PayPal Shares Are Falling Today",NEGATIVE
2022-01-24 16:05:21+00:00,Looking At Microsoft's Recent Whale Trades,NEGATIVE
2022-01-24 12:06:50+00:00,"Top WallStreetBets Mentions for Monday January 24, 2022 Premarket : TSLA, GME, PLTR, NVDA, MSFT, AMD, MRNA, AAPL, NFLX, ARKK",NEGATIVE
2022-01-24 11:46:21+00:00,Why This Popular Analyst Sees Microsoft Give Another 'Robust' Quarterly Earnings On Tuesday,POSITIVE
2022-01-23 17:02:54+00:00,"Top WallStreetBets Mentions for Sunday January 23, 2022: GME, TSLA, AAPL, MSFT, AMC, NFLX, PLTR, HOOD, NVDA, SOFI",NEGATIVE
2022-01-23 16:18:44+00:00,Apple Supplier Foxconn Sees 2022 As 'Challenging' While Bringing 'Opportunities Not Seen In Decades',POSITIVE
2022-01-23 15:50:07+00:00,Here's Why Tony Zhang Thinks Microsoft's Stock Is Primed For A Recovery,NEGATIVE
2022-01-25 23:29:13+00:00,Here's Why Microsoft Shares Are Popping After Hours,NEGATIVE
2022-01-25 21:31:14+00:00,"Microsoft Q2 Earnings Takeaways: Cloud Revenue Hits $22.1B, Xbox Revenue Up 10% And More",NEGATIVE
2022-01-25 23:18:52+00:00,Microsoft Shares Spike Higher on Strong Guidance Mentioned During the Earnings Call,POSITIVE
2022-01-25 23:17:33+00:00,Microsoft Says Interest Income and Expense Should Offset Each Other in Q3,NEGATIVE
2022-01-25 23:17:03+00:00,Microsoft Sees Q3 Intelligent Cloud Revenue of $18.75B-$19.0B,NEGATIVE
2022-01-25 23:16:14+00:00,Microsoft Sees Q3 More Personal Computing Revenue of $14.15B-$14.45B,NEGATIVE
2022-01-25 22:37:36+00:00,Microsoft Shares Tick Higher As Quarterly Earnings Call Begins,NEGATIVE
2022-01-25 22:20:17+00:00,12 Information Technology Stocks Moving In Tuesday's After-Market Session,NEGATIVE
2022-01-25 21:36:15+00:00,"Microsoft CFO Says Xbox, Hardware Demand Continues To Exceed Supply",NEGATIVE
2022-01-25 21:22:31+00:00,Recap: Microsoft Q2 Earnings,NEGATIVE
2022-01-26 19:45:08+00:00,Microsoft Analysts See A Bright Future Following Strong Q2 Earnings; Cloud Computing A Major Driver,POSITIVE
2022-01-26 18:52:01+00:00,Why Stephanie Link Says These Two Growth Stocks Are A Better Bet Than Microsoft,NEGATIVE
2022-01-26 18:01:30+00:00,"Existing Agreements Between Microsoft, Activision, Sony Point To 'Call Of Duty' Remaining Multiplatform (For Now)",NEGATIVE
2022-01-26 17:38:12+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-26 17:04:42+00:00,Expert Ratings For Microsoft,NEGATIVE
2022-01-26 16:03:11+00:00,Box Announces General Availability Of Integration With Microsoft Teams To Power Collaboration In The Cloud,POSITIVE
2022-01-26 15:06:07+00:00,"Citigroup Maintains Buy on Microsoft, Raises Price Target to $386",NEGATIVE
2022-01-26 15:03:12+00:00,"Morgan Stanley Maintains Overweight on Microsoft, Raises Price Target to $372",NEGATIVE
2022-01-26 15:02:51+00:00,"Neuberger Analyst Expects Strong Q4 Results For Apple, Amazon, Google: Why He Would Buy The Stocks 'Right Now'",NEGATIVE
2022-01-26 14:51:03+00:00,Looking Into Microsoft's Return On Invested Capital,NEGATIVE
2022-01-27 20:46:49+00:00,"If You Invested $1,000 In Activision When It Acquired Blizzard, Here's How Much You'd Have Now",NEGATIVE
2022-01-27 20:27:18+00:00,"Apple, Microsoft And Nvidia Shares Are All At Support: Will These Levels Hold Firm?",NEGATIVE
2022-01-27 18:33:51+00:00,Pete Najarian Says Apple Could Report 'Something Close' To Microsoft's Numbers: What Investors Need To Know,NEGATIVE
2022-01-27 18:01:15+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-27 16:50:12+00:00,"Top 10 WallStreetBets Mentions for January 27, 2022 Since 9:30 AM ET Open: TSLA, GME, HOOD, AMD, AAPL, INTC, MSFT, LCID, NVDA, NFLX",POSITIVE
2022-01-27 15:16:58+00:00,"GitLab Shares Gain After JPMorgan Upgrade, Thanks To Microsoft & ServiceNow",POSITIVE
2022-01-27 15:01:51+00:00,Peering Into Microsoft Corporation's Recent Short Interest,NEGATIVE
2022-01-27 13:36:20+00:00,"Jim Cramer Shares His Thoughts On ArcBest, Ulta Beauty And More",POSITIVE
2022-01-27 13:19:40+00:00,"Top 10 WallStreetBets Mentions for January 27, 2022 Premarket: GME, AMD, TSLA, AAPL, NFLX, HOOD, XLNX, NVDA, MSFT, BABA",NEGATIVE
2022-01-26 19:45:08+00:00,Microsoft Analysts See A Bright Future Following Strong Q2 Earnings; Cloud Computing A Major Driver,POSITIVE
2022-01-28 22:59:52+00:00,This Is What Whales Are Betting On Microsoft,NEGATIVE
2022-01-23 16:23:51+00:00,The Inside Story Of How Bill Gates And Microsoft Earned A 400% Return On Comcast,POSITIVE
2022-01-28 20:36:37+00:00,Has Robinhood's Stock Fallen Far Enough To Become An Acquisition Target? Josh Brown Thinks So,NEGATIVE
2022-01-28 17:38:24+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-27 20:46:49+00:00,"If You Invested $1,000 In Activision When It Acquired Blizzard, Here's How Much You'd Have Now",NEGATIVE
2022-01-27 20:27:18+00:00,"Apple, Microsoft And Nvidia Shares Are All At Support: Will These Levels Hold Firm?",NEGATIVE
2022-01-27 18:33:51+00:00,Pete Najarian Says Apple Could Report 'Something Close' To Microsoft's Numbers: What Investors Need To Know,NEGATIVE
2022-01-27 18:01:15+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-01-27 16:50:12+00:00,"Top 10 WallStreetBets Mentions for January 27, 2022 Since 9:30 AM ET Open: TSLA, GME, HOOD, AMD, AAPL, INTC, MSFT, LCID, NVDA, NFLX",POSITIVE
2022-01-27 15:16:58+00:00,"GitLab Shares Gain After JPMorgan Upgrade, Thanks To Microsoft & ServiceNow",POSITIVE
2022-01-29 21:24:03+00:00,"Top 10 Stock Market Moving Headlines From Last Week: Apple, Tesla, Microsoft Earnings, Ackman Buys Netflix, Bitcoin News And More",POSITIVE
2022-01-28 22:59:52+00:00,This Is What Whales Are Betting On Microsoft,NEGATIVE
2022-01-23 16:23:51+00:00,The Inside Story Of How Bill Gates And Microsoft Earned A 400% Return On Comcast,POSITIVE
2022-01-28 20:36:37+00:00,Has Robinhood's Stock Fallen Far Enough To Become An Acquisition Target? Josh Brown Thinks So,NEGATIVE
2022-01-28 17:38:24+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-01-30 22:26:48+00:00,Top Ten Billionaires Have Lost Nearly $150 Billion In 2022: Who Lost The Most And The Single Gainer,NEGATIVE
2022-01-29 21:24:03+00:00,"Top 10 Stock Market Moving Headlines From Last Week: Apple, Tesla, Microsoft Earnings, Ackman Buys Netflix, Bitcoin News And More",POSITIVE
2022-01-31 23:40:43+00:00,Will Microsoft Bring 'World Of Warcraft' To Consoles After Activision Acquisition?,NEGATIVE
2022-01-31 20:56:57+00:00,Sony Strikes Back In Gaming Wars With Acquisition Of Former Microsoft Game Developer Bungie,POSITIVE
2022-01-31 15:13:29+00:00,"This Data Infrastructure Company Has A Better 6-Month Return Than Disney, Apple, Netflix And Microsoft",POSITIVE
2022-01-31 09:19:58+00:00,"Apple, Microsoft Set Positive Tone Ahead Of Another Key Earnings Week: Analyst Says Tech Stocks Are Oversold",POSITIVE
2022-01-30 22:26:48+00:00,Top Ten Billionaires Have Lost Nearly $150 Billion In 2022: Who Lost The Most And The Single Gainer,NEGATIVE
2022-02-01 20:42:37+00:00,February Xbox Game Pass Updates: What's New And What Had To Go,POSITIVE
2022-02-01 18:59:55+00:00,Latest Sonos Acquisition Suggests Headphone Launch Could Be Imminent,NEGATIVE
2022-02-01 12:06:27+00:00,Teen Who Asked For $50K To Stop Tracking Elon Musk's Jet Says The Tesla CEO Has Blocked Him On Twitter,NEGATIVE
2022-02-01 10:44:01+00:00,"Sony-Bungie, Microsoft-Activision: Analysts Think This Is Just The Beginning Of A M&A Spree In The Gaming Industry",POSITIVE
2022-02-01 10:16:01+00:00,FTC to Review Microsoft's $68.7B Deal for Activision,NEGATIVE
2022-01-31 23:40:43+00:00,Will Microsoft Bring 'World Of Warcraft' To Consoles After Activision Acquisition?,NEGATIVE
